order_date,product,category,region,channel,customer_segment,quantity,unit_price,revenue,profit,rating,is_returned
2023-04-07,Чехол iPhone,Аксессуары,Екатеринбург,Сайт,VIP,4,968,3872,2233,3.4,0
2023-04-07,iPhone 15 Pro,Смартфоны,Москва,Розничный магазин,Повторный,2,97274,194548,77211,3.7,0
2023-04-08,Lenovo ThinkPad X1,Ноутбуки,Москва,Маркетплейс,Новый,7,124323,870261,380047,4.1,0
2023-04-08,Dell XPS 15,Ноутбуки,Санкт-Петербург,Сайт,Повторный,7,117153,820071,354633,2.8,0
2023-04-09,MacBook Air M3,Ноутбуки,Санкт-Петербург,Сайт,Новый,1,147803,147803,64178,4.4,0
2023-04-09,MacBook Air M3,Ноутбуки,Москва,Сайт,VIP,12,140787,1689444,684538,3.0,0
2023-04-10,Dell XPS 15,Ноутбуки,Москва,Мобильное приложение,Повторный,16,135804,2172864,879337,3.3,0
2023-04-10,Google Pixel 8,Смартфоны,Новосибирск,Сайт,Повторный,20,59446,1188920,459517,3.9,1
2023-04-10,Xiaomi 14,Смартфоны,Москва,Мобильное приложение,Новый,12,73066,876792,316565,5.0,0
2023-04-11,Xiaomi Pad 6,Планшеты,Москва,Мобильное приложение,VIP,4,41568,166272,67539,4.4,0
2023-04-11,Dell XPS 15,Ноутбуки,Санкт-Петербург,Сайт,Новый,4,115583,462332,198921,5.0,0
2023-04-12,Sony WH-1000XM5,Наушники,Казань,Сайт,Новый,2,26231,52462,27347,5.0,1
2023-04-12,iPad Air 5,Планшеты,Екатеринбург,Маркетплейс,Новый,5,47130,235650,111158,4.1,0
2023-04-12,iPhone 15 Pro,Смартфоны,Екатеринбург,Мобильное приложение,Повторный,3,89817,269451,103533,2.9,0
2023-04-13,Google Pixel 8,Смартфоны,Краснодар,Маркетплейс,VIP,4,68138,272552,98124,5.0,0
2023-04-13,Dell XPS 15,Ноутбуки,Москва,Розничный магазин,Новый,3,118848,356544,130189,4.0,0
2023-04-14,iPhone 15 Pro,Смартфоны,Екатеринбург,Маркетплейс,Повторный,1,89223,89223,31005,4.6,0
2023-04-14,Bose QC45,Наушники,Новосибирск,Мобильное приложение,Повторный,5,27599,137995,63898,4.4,0
2023-04-14,AirPods Pro 2,Наушники,Санкт-Петербург,Мобильное приложение,Повторный,6,27838,167028,84970,3.8,0
2023-04-15,MacBook Air M3,Ноутбуки,Екатеринбург,Сайт,Новый,1,124167,124167,51410,3.7,0
2023-04-15,iPhone 15 Pro,Смартфоны,Казань,Мобильное приложение,Повторный,5,84472,422360,164159,3.1,0
2023-04-16,Lenovo ThinkPad X1,Ноутбуки,Москва,Сайт,Новый,2,134494,268988,107442,5.0,0
2023-04-16,MacBook Air M3,Ноутбуки,Санкт-Петербург,Маркетплейс,Повторный,1,129461,129461,56647,4.4,1
2023-04-16,Мышь беспроводная,Аксессуары,Краснодар,Мобильное приложение,Повторный,5,2322,11610,7167,,0
2023-04-17,Кабель USB-C,Аксессуары,Москва,Сайт,VIP,2,737,1474,937,4.8,0
2023-04-17,Google Pixel 8,Смартфоны,Москва,Сайт,Повторный,1,74787,74787,27274,3.7,0
2023-04-18,Samsung Buds2,Наушники,Екатеринбург,Розничный магазин,Новый,4,13360,53440,28228,4.2,0
2023-04-18,Sony WH-1000XM5,Наушники,Новосибирск,Сайт,VIP,3,28368,85104,40955,4.1,0
2023-04-18,MacBook Air M3,Ноутбуки,Санкт-Петербург,Сайт,Повторный,5,136887,684435,254285,4.7,0
2023-04-19,Dell XPS 15,Ноутбуки,Санкт-Петербург,Маркетплейс,VIP,7,113686,795802,285775,4.3,0
2023-04-19,Google Pixel 8,Смартфоны,Новосибирск,Маркетплейс,Повторный,2,66443,132886,43338,5.0,0
2023-04-20,Стекло защитное,Аксессуары,Москва,Мобильное приложение,Повторный,4,967,3868,2448,4.1,0
2023-04-20,iPhone 15 Pro,Смартфоны,Москва,Маркетплейс,Новый,3,97168,291504,104020,4.8,0
2023-04-20,ASUS ZenBook,Ноутбуки,Санкт-Петербург,Маркетплейс,VIP,6,94590,567540,246152,3.2,0
2023-04-21,Кабель USB-C,Аксессуары,Санкт-Петербург,Маркетплейс,Повторный,2,669,1338,764,5.0,0
2023-04-21,Samsung Buds2,Наушники,Санкт-Петербург,Розничный магазин,Повторный,4,14009,56036,26348,2.9,0
2023-04-22,Кабель USB-C,Аксессуары,Краснодар,Маркетплейс,VIP,7,552,3864,2421,4.3,0
2023-04-22,ASUS ZenBook,Ноутбуки,Москва,Сайт,Новый,3,97671,293013,120115,4.4,0
2023-04-22,Lenovo ThinkPad X1,Ноутбуки,Казань,Сайт,Повторный,4,122442,489768,210348,4.8,0
2023-04-23,AirPods Pro 2,Наушники,Казань,Маркетплейс,Повторный,4,26630,106520,56098,3.2,0
2023-04-23,Зарядка 65W,Аксессуары,Екатеринбург,Сайт,Новый,3,2019,6057,3656,4.9,0
2023-04-24,Samsung Tab S9,Планшеты,Краснодар,Сайт,Повторный,5,63918,319590,135108,4.0,0
2023-04-24,AirPods Pro 2,Наушники,Санкт-Петербург,Маркетплейс,Повторный,2,26132,52264,27740,4.3,0
2023-04-25,Xiaomi 14,Смартфоны,Новосибирск,Сайт,Повторный,3,53058,159174,62889,4.2,0
2023-04-25,Кабель USB-C,Аксессуары,Москва,Маркетплейс,Новый,5,664,3320,2131,4.6,0
2023-04-25,Xiaomi Pad 6,Планшеты,Новосибирск,Мобильное приложение,VIP,2,30783,61566,27110,5.0,0
2023-04-26,Google Pixel 8,Смартфоны,Казань,Сайт,Повторный,4,74555,298220,108937,4.1,0
2023-04-26,MacBook Air M3,Ноутбуки,Санкт-Петербург,Сайт,Повторный,3,148383,445149,173630,4.0,1
2023-04-27,iPhone 15 Pro,Смартфоны,Санкт-Петербург,Сайт,Повторный,4,90998,363992,137119,4.5,0
2023-04-27,Samsung Tab S9,Планшеты,Москва,Маркетплейс,Новый,1,78965,78965,31530,3.1,1
2023-04-27,iPhone 15 Pro,Смартфоны,Казань,Сайт,VIP,8,92484,739872,278251,4.5,0
2023-04-28,Bose QC45,Наушники,Краснодар,Сайт,Новый,7,24435,171045,83522,4.1,0
2023-04-28,Зарядка 65W,Аксессуары,Казань,Розничный магазин,Новый,1,2028,2028,1291,4.2,0
2023-04-29,iPhone 15 Pro,Смартфоны,Москва,Сайт,Повторный,1,100413,100413,37713,3.8,0
2023-04-29,Кабель USB-C,Аксессуары,Казань,Сайт,Повторный,11,628,6908,4337,4.2,0
2023-04-29,Sony WH-1000XM5,Наушники,Казань,Розничный магазин,Повторный,5,26537,132685,60289,3.1,0
2023-04-30,Xiaomi Pad 6,Планшеты,Москва,Сайт,VIP,4,41795,167180,64372,3.2,0
2023-04-30,AirPods Pro 2,Наушники,Санкт-Петербург,Розничный магазин,Новый,6,27956,167736,90813,,0
2023-05-01,MacBook Air M3,Ноутбуки,Казань,Маркетплейс,Новый,5,124860,624300,266213,4.5,0
2023-05-01,AirPods Pro 2,Наушники,Москва,Мобильное приложение,Новый,4,30387,121548,59263,5.0,0
2023-05-01,Samsung Buds2,Наушники,Москва,Маркетплейс,Новый,2,14580,29160,15360,5.0,0
2023-05-02,Зарядка 65W,Аксессуары,Новосибирск,Мобильное приложение,Повторный,4,1835,7340,4556,4.5,0
2023-05-02,ASUS ZenBook,Ноутбуки,Санкт-Петербург,Мобильное приложение,VIP,11,83275,916025,362241,4.4,0
2023-05-03,iPhone 15 Pro,Смартфоны,Москва,Сайт,Новый,3,104089,312267,104703,3.3,0
2023-05-03,Dell XPS 15,Ноутбуки,Москва,Сайт,VIP,3,116579,349737,129161,5.0,0
2023-05-03,Bose QC45,Наушники,Краснодар,Сайт,VIP,1,25138,25138,12209,4.1,0
2023-05-04,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Маркетплейс,VIP,5,73823,369115,135152,3.6,0
2023-05-04,ASUS ZenBook,Ноутбуки,Новосибирск,Мобильное приложение,Новый,8,74995,599960,215922,3.7,0
2023-05-05,Google Pixel 8,Смартфоны,Новосибирск,Сайт,Повторный,1,67486,67486,23670,3.5,0
2023-05-05,iPhone 15 Pro,Смартфоны,Екатеринбург,Розничный магазин,Повторный,2,85008,170016,56024,3.1,1
2023-05-05,Мышь беспроводная,Аксессуары,Казань,Сайт,Новый,6,2375,14250,9352,4.9,0
2023-05-06,iPhone 15 Pro,Смартфоны,Казань,Сайт,VIP,1,87602,87602,29340,4.1,0
2023-05-06,Чехол iPhone,Аксессуары,Краснодар,Сайт,Повторный,1,932,932,553,3.9,0
2023-05-07,Google Pixel 8,Смартфоны,Санкт-Петербург,Маркетплейс,Новый,3,82098,246294,94893,4.5,0
2023-05-07,Bose QC45,Наушники,Екатеринбург,Сайт,Новый,11,26185,288035,134539,4.7,0
2023-05-08,Google Pixel 8,Смартфоны,Екатеринбург,Маркетплейс,Повторный,5,63957,319785,116973,3.4,0
2023-05-08,Google Pixel 8,Смартфоны,Москва,Маркетплейс,Повторный,1,76381,76381,25161,4.0,0
2023-05-08,Google Pixel 8,Смартфоны,Москва,Маркетплейс,Новый,3,86755,260265,97875,4.5,0
2023-05-09,Зарядка 65W,Аксессуары,Санкт-Петербург,Сайт,Новый,1,2253,2253,1411,4.5,0
2023-05-09,iPhone 15 Pro,Смартфоны,Казань,Мобильное приложение,Новый,1,92351,92351,31611,3.2,0
2023-05-10,Bose QC45,Наушники,Москва,Сайт,Повторный,2,30291,60582,31595,4.4,0
2023-05-10,Стекло защитное,Аксессуары,Санкт-Петербург,Маркетплейс,VIP,3,810,2430,1373,4.1,0
2023-05-10,Samsung Buds2,Наушники,Екатеринбург,Сайт,Новый,8,11772,94176,45953,5.0,0
2023-05-11,Dell XPS 15,Ноутбуки,Санкт-Петербург,Мобильное приложение,Новый,5,124292,621460,222709,4.9,0
2023-05-11,AirPods Pro 2,Наушники,Краснодар,Сайт,Повторный,2,25278,50556,23512,5.0,0
2023-05-12,Xiaomi Pad 6,Планшеты,Казань,Сайт,Новый,6,33625,201750,93857,3.0,0
2023-05-12,ASUS ZenBook,Ноутбуки,Москва,Мобильное приложение,Новый,5,91286,456430,170437,3.7,0
2023-05-12,AirPods Pro 2,Наушники,Новосибирск,Сайт,Повторный,4,21784,87136,41249,4.1,0
2023-05-13,AirPods Pro 2,Наушники,Екатеринбург,Сайт,Повторный,2,22651,45302,20787,4.5,0
2023-05-13,Dell XPS 15,Ноутбуки,Москва,Сайт,Повторный,2,117099,234198,102178,,0
2023-05-14,Xiaomi 14,Смартфоны,Новосибирск,Маркетплейс,Повторный,2,50845,101690,35755,4.4,0
2023-05-14,Чехол iPhone,Аксессуары,Москва,Маркетплейс,Повторный,5,1192,5960,3958,3.7,1
2023-05-14,Sony WH-1000XM5,Наушники,Москва,Сайт,Новый,2,31524,63048,33873,4.6,0
2023-05-15,Зарядка 65W,Аксессуары,Москва,Маркетплейс,Повторный,6,2375,14250,8222,5.0,0
2023-05-15,Стекло защитное,Аксессуары,Новосибирск,Розничный магазин,Повторный,5,667,3335,2000,4.2,0
2023-05-16,Стекло защитное,Аксессуары,Москва,Мобильное приложение,Новый,7,828,5796,3750,4.7,0
2023-05-16,Samsung Galaxy S24,Смартфоны,Москва,Мобильное приложение,Повторный,3,88789,266367,97272,4.5,0
2023-05-16,Чехол iPhone,Аксессуары,Казань,Розничный магазин,VIP,5,988,4940,2996,4.2,0
2023-05-17,Google Pixel 8,Смартфоны,Санкт-Петербург,Маркетплейс,Повторный,2,76953,153906,58459,3.7,1
2023-05-17,iPhone 15 Pro,Смартфоны,Санкт-Петербург,Сайт,Повторный,11,102241,1124651,375143,4.4,0
2023-05-18,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Мобильное приложение,Новый,1,81285,81285,27269,4.2,0
2023-05-18,Xiaomi 14,Смартфоны,Санкт-Петербург,Сайт,VIP,2,65605,131210,45371,3.5,0
2023-05-18,Dell XPS 15,Ноутбуки,Казань,Мобильное приложение,VIP,3,107821,323463,128762,4.4,0
2023-05-19,Google Pixel 8,Смартфоны,Москва,Мобильное приложение,Новый,1,73716,73716,24212,4.0,0
2023-05-19,Samsung Galaxy S24,Смартфоны,Казань,Розничный магазин,Новый,1,79427,79427,29528,4.8,0
2023-05-20,iPad Air 5,Планшеты,Санкт-Петербург,Мобильное приложение,Новый,2,54700,109400,42176,4.4,0
2023-05-20,Google Pixel 8,Смартфоны,Екатеринбург,Мобильное приложение,Новый,4,65604,262416,99128,4.9,0
2023-05-20,Lenovo ThinkPad X1,Ноутбуки,Краснодар,Маркетплейс,Повторный,3,118296,354888,154791,3.7,0
2023-05-21,Чехол iPhone,Аксессуары,Москва,Сайт,Новый,1,1161,1161,782,3.9,0
2023-05-21,Bose QC45,Наушники,Москва,Сайт,Повторный,1,28566,28566,13550,4.4,0
2023-05-22,AirPods Pro 2,Наушники,Екатеринбург,Маркетплейс,Новый,3,25396,76188,35442,4.8,0
2023-05-22,Google Pixel 8,Смартфоны,Москва,Мобильное приложение,Новый,3,80885,242655,83768,4.4,0
